Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,kernel,C,class_weight,gamma,degree,coef0,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
123,123,1,1dpos,2dpos,5FTE,SV,24,2500,poly,1.516942393,balanced,0.010097435,3,0.172764468,0.540703696,0.137467049,0.623364301,0.006667581,0.169519668,0.085099324,89.5,180,0.635105752,0.641885501,0.559082823
124,124,1,1dpos,2dpos,5FTE,SV,24,5000,poly,0.00340537,balanced,0.136565217,2,0.093447755,0.539462344,0.111709568,0.625420043,0.001362329,0.293457205,0.054100558,99.72,233.6,0.627001384,0.63201129,0.547301838
125,125,1,1dpos,2dpos,5FTE,SV,24,10000,rbf,0.973046658,balanced,0.020530801,,,0.566009093,0.098881635,0.629650128,0.001254839,0.295710615,0.075529819,125.84,256.2,0.631547737,0.641685869,0.559913026
126,126,1,1dpos,2dpos,WTE,SV,8,2500,poly,1.733898339,balanced,0.018794246,3,0.330142078,0.536608025,0.103677294,0.607867167,0.004044705,0.251591224,0.085530717,56.3,109.2,0.612373987,0.647015004,0.534611583
127,127,1,1dpos,2dpos,WTE,SV,8,5000,rbf,2.036029325,balanced,0.060961006,,,0.539731172,0.120276684,0.615694801,0.002886217,0.223206167,0.106354349,96.2,225.8,0.618699348,0.647024829,0.547380905
128,128,1,1dpos,2dpos,WTE,SV,8,10000,poly,0.035365756,,0.101464559,3,0.147508721,0.51913817,0.114575603,0.598972129,0.004828512,0.243368255,0.103648526,62.56,116.4,0.607036964,0.638778823,0.538327733
129,129,1,1dpos,2dpos,WTE,SV,16,2500,rbf,1.017382868,balanced,0.036179205,,,0.546009093,0.127749183,0.631943072,0.001376595,0.218659814,0.103328455,90.6,139.8,0.633919747,0.646616419,0.563708243
130,130,1,1dpos,2dpos,WTE,SV,16,5000,rbf,4.04293836,,0.015293581,,,0.537469856,0.112397744,0.621229492,0.001328937,0.273374185,0.138145065,137.72,420.8,0.623245701,0.6451898,0.562008302
131,131,1,1dpos,2dpos,WTE,SV,16,10000,rbf,4.17351947,balanced,0.010257329,,,0.548432497,0.124238282,0.625538644,0.000868388,0.212215853,0.105168467,103.9,175.2,0.626408381,0.647620288,0.55916189
132,132,1,1dpos,2dpos,WTE,SV,24,2500,rbf,1.519219631,,0.018093346,,,0.548404823,0.111417386,0.625538644,0.001944791,0.275667128,0.093880379,127.42,222,0.627199051,0.643184825,0.565843052
133,133,1,1dpos,2dpos,WTE,SV,24,5000,poly,2.153650758,balanced,0.008761268,4,0.042934029,0.51771101,0.139634564,0.621387626,0.002993211,0.204664954,0.092603026,146,386.8,0.626210714,0.639970769,0.557382882
134,134,1,1dpos,2dpos,WTE,SV,24,10000,poly,0.007518681,balanced,0.125233704,2,0.061447683,0.559936746,0.0966844,0.624036371,0.002169846,0.301838308,0.105947211,114.6,240.8,0.627199051,0.635480811,0.549318047
135,135,1,1dpos,2dpos,onehot,SV,8,2500,poly,1.358890079,balanced,0.017737557,3,0.221492843,0.518517494,0.127466962,0.611346116,0.005003371,0.202530144,0.106046609,71.78,132.6,0.615932002,0.646271191,0.539513738
136,136,1,1dpos,2dpos,onehot,SV,8,5000,rbf,1.503178944,,0.062990677,,,0.532464914,0.118961802,0.612690255,0.001023299,0.238940502,0.107791745,99.86,217.6,0.614152995,0.646175597,0.555287606
137,137,1,1dpos,2dpos,onehot,SV,8,10000,rbf,1.42797989,balanced,0.072091294,,,0.533611386,0.115657419,0.61759241,0.002185992,0.253528365,0.123266314,93.2,183.8,0.619490018,0.6424195,0.553429532
138,138,1,1dpos,2dpos,onehot,SV,16,2500,poly,0.079648636,balanced,0.049318315,3,0.058382556,0.537790077,0.121252811,0.626764183,0.004497533,0.237280095,0.110297734,78.1,169.8,0.633524412,0.644447088,0.563154774
139,139,1,1dpos,2dpos,onehot,SV,16,5000,linear,0.043349555,balanced,,,,0.520956711,0.111185394,0.579403044,0.000165381,0.244237992,0.101622025,69.86,124,0.579561178,0.631283232,0.514647163
140,140,1,1dpos,2dpos,onehot,SV,16,10000,rbf,1.255191944,balanced,0.029784693,,,0.554445543,0.105051858,0.626289781,0.003540401,0.295512947,0.111252491,99.14,169.2,0.630757067,0.648383786,0.560347895
141,141,1,1dpos,2dpos,onehot,SV,24,2500,poly,0.003517242,balanced,0.093520098,2,0.301733158,0.524759834,0.132013891,0.623245701,0.002921871,0.232061672,0.093845038,94.2,147.4,0.626606049,0.641345395,0.547578573
142,142,1,1dpos,2dpos,onehot,SV,24,5000,rbf,1.3055504,balanced,0.026954695,,,0.550618699,0.115327937,0.628819925,0.003085767,0.272227713,0.092194515,130.96,281.2,0.634315082,0.639948144,0.55758055
143,143,1,1dpos,2dpos,onehot,SV,24,10000,rbf,3.893618106,balanced,0.008990295,,,0.555188772,0.114847447,0.625103775,0.000409892,0.243486855,0.101947626,136.8,319.2,0.625617711,0.638517692,0.551097055
144,144,1,1dpos,elliptic,5FTE,SV,,,rbf,2.374716664,,0.076943052,,,0.514722277,0.089083395,0.587270212,0.000752696,0.314528563,0.004281681,176.44,1256,0.588258549,0.636455333,0.530460565
145,145,1,1dpos,elliptic,WTE,SV,,,poly,0.025993235,,0.11773729,4,0.488228671,0.529235027,0.072617826,0.581577387,0.001819186,0.338960269,0.080683757,61.68,136,0.584107531,0.637131312,0.52690255
146,146,1,1dpos,elliptic,onehot,SV,,,rbf,2.618831584,balanced,0.039372293,,,0.547116031,0.073286526,0.594307175,0.000586377,0.352955129,0.071296843,178.14,1148.6,0.595176912,0.637173902,0.521644594
147,147,1,1dpos,polar,5FTE,SV,,,rbf,1.796035165,balanced,0.051047042,,,0.540944851,0.069549254,0.593239771,0.000548505,0.359043289,0.067508104,291.86,2267.2,0.59379324,0.639051347,0.516149437
148,148,1,1dpos,polar,WTE,SV,,,rbf,2.965244675,balanced,0.062177691,,,0.537042894,0.087443581,0.594188575,0.000609252,0.305396323,0.075981889,169.74,1097.6,0.595176912,0.637563162,0.513856493
149,149,1,1dpos,polar,onehot,SV,,,rbf,1.247964201,balanced,0.065000098,,,0.538553074,0.077443045,0.591381696,0.001851122,0.335678988,0.027517492,71.6,102.2,0.593200237,0.63896275,0.512868156
150,150,1,1dpos,raw,5FTE,SV,,,rbf,2.304451997,balanced,0.054778025,,,0.526558608,0.093510516,0.578810042,0.000731637,0.276536865,0.11277898,67.5,87.8,0.579956513,0.640583978,0.503538249
151,151,1,1dpos,raw,WTE,SV,,,poly,0.004570652,balanced,0.478272,3,0.130526298,0.520193714,0.087717837,0.581735521,0.00068474,0.300929037,0.108325193,60.82,198.2,0.582921526,0.634926945,0.498161692
152,152,1,1dpos,raw,onehot,SV,,,rbf,1.652374207,balanced,0.078765809,,,0.528349476,0.095008286,0.577900771,0.002463321,0.301403439,0.18785963,91.9,309,0.581537853,0.638081731,0.505712591
153,153,1,1dpos,zone,5FTE,SV,,,rbf,2.999774387,balanced,0.025181495,,,0.53700336,0.113934194,0.605890492,0.000548505,0.233603479,0.115179748,69.2,101.2,0.606641629,0.644883491,0.519826053
154,154,1,1dpos,zone,WTE,SV,,,poly,0.704683641,balanced,0.098311761,3,0.26684104,0.547796007,0.105361049,0.605930026,0.001974698,0.271555643,0.147416471,165.28,1180.4,0.608815972,0.643118025,0.524293339
155,155,1,1dpos,zone,onehot,SV,,,poly,6.083810297,balanced,0.020005963,2,0.117483799,0.564103578,0.076756919,0.606246294,0.000937619,0.393714173,0.158420094,85.66,151,0.607432299,0.64005579,0.52927456
156,156,1,cyclic,2dpos,5FTE,SV,8,2500,rbf,1.774915508,balanced,0.136404337,,,0.564344732,0.092090958,0.625657245,0.002963036,0.335520854,0.130436948,81.32,123,0.630954734,0.646983982,0.560506029
157,157,1,cyclic,2dpos,5FTE,SV,8,5000,rbf,1.409458604,,0.118127956,,,0.569784542,0.095662423,0.62842459,0.00275106,0.328404823,0.137654292,79.16,110.6,0.630757067,0.647719081,0.564380312
158,158,1,cyclic,2dpos,5FTE,SV,8,10000,rbf,1.307065818,balanced,0.068379051,,,0.552453054,0.095465751,0.627396719,0.003511034,0.322237596,0.007875011,84.84,157.4,0.630757067,0.644451947,0.563471042
159,159,1,cyclic,2dpos,5FTE,SV,16,2500,rbf,1.63811585,balanced,0.026108666,,,0.557881004,0.096269915,0.636528958,0.002311104,0.326546748,0.107260635,107.78,246.6,0.640245108,0.649659594,0.569835936
160,160,1,cyclic,2dpos,5FTE,SV,16,5000,rbf,1.33652598,,0.039226195,,,0.547867167,0.120279809,0.633326744,0.001404692,0.240284641,0.070826318,115.86,253.8,0.634908085,0.647904298,0.570310338
161,161,1,cyclic,2dpos,5FTE,SV,16,10000,rbf,0.714529781,balanced,0.048212178,,,0.567997628,0.085247164,0.636133623,0.000854783,0.358134019,0.098616623,219.34,1333.4,0.637280095,0.64707857,0.568333663
162,162,1,cyclic,2dpos,5FTE,SV,24,2500,poly,0.903890116,balanced,0.011536723,3,0.389939034,0.558434473,0.128017315,0.627989721,0.001144084,0.200948804,0.107260963,96.98,180.6,0.629768729,0.648154539,0.55837122
163,163,1,cyclic,2dpos,5FTE,SV,24,5000,poly,0.72732981,,0.018695853,3,0.077250138,0.531899585,0.114706946,0.62458984,0.004333835,0.307135798,0.023403952,112.72,244.8,0.629571061,0.639410896,0.56762206
164,164,1,cyclic,2dpos,5FTE,SV,24,10000,rbf,2.43474122,balanced,0.023510745,,,0.548270409,0.124083807,0.633405811,0.001157664,0.240007907,0.107496735,128.32,178.6,0.635105752,0.638423633,0.566475588
165,165,1,cyclic,2dpos,WTE,SV,8,2500,rbf,2.466698603,balanced,0.037858963,,,0.54765764,0.106725991,0.620596956,0.001743513,0.272267246,0.120621057,74.2,151.4,0.622455031,0.650114224,0.558964222
166,166,1,cyclic,2dpos,WTE,SV,8,5000,poly,0.00415524,balanced,0.151162917,4,0.152224541,0.532998616,0.117469316,0.622731765,0.005019354,0.25933979,0.089400806,454.62,4061.4,0.630757067,0.63753888,0.553666733
167,167,1,cyclic,2dpos,WTE,SV,8,10000,rbf,2.732357056,balanced,0.087616635,,,0.530681953,0.122682522,0.623759636,0.001804088,0.239889306,0.106549909,89.74,173.2,0.626803716,0.649888509,0.56548725
168,168,1,cyclic,2dpos,WTE,SV,16,2500,rbf,1.497182528,,0.049232723,,,0.568966199,0.107876016,0.632812809,0.000785713,0.300612769,0.182651231,142.2,637.6,0.634117415,0.650289722,0.574698557
169,169,1,cyclic,2dpos,WTE,SV,16,5000,rbf,1.675099312,balanced,0.025594051,,,0.569879423,0.100398142,0.639296304,0.000941777,0.324174738,0.128847237,97.42,152.4,0.64083811,0.647690483,0.569796402
170,170,1,cyclic,2dpos,WTE,SV,16,10000,rbf,1.415726874,balanced,0.032597537,,,0.554781577,0.116778279,0.637635896,0.002344673,0.263451275,0.092376254,88.78,152.2,0.64083811,0.647337376,0.566277921
171,171,1,cyclic,2dpos,WTE,SV,24,2500,rbf,1.57681249,balanced,0.025779668,,,0.582067602,0.085875632,0.638624234,0.003095249,0.378414706,0.157966258,99.52,140.6,0.642221783,0.644158249,0.571417276
172,172,1,cyclic,2dpos,WTE,SV,24,5000,poly,1.815108671,balanced,0.010210394,4,0.481814972,0.563459182,0.099672806,0.62854319,0.000854783,0.305910259,0.105505455,97,263.6,0.629571061,0.637312242,0.559201423
173,173,1,cyclic,2dpos,WTE,SV,24,10000,poly,0.002476512,balanced,0.295902358,3,-0.00320878,0.543550109,0.10558787,0.617908678,0.004563509,0.275429927,0.094410777,121.98,365.4,0.620478355,0.635643037,0.546511168
174,174,1,cyclic,2dpos,onehot,SV,8,2500,poly,0.351727993,balanced,0.038419623,4,0.072598012,0.538264479,0.116262094,0.622692232,0.003637834,0.26238387,0.0930703,62.54,135.4,0.626803716,0.64556912,0.557896818
175,175,1,cyclic,2dpos,onehot,SV,8,5000,rbf,2.50127186,,0.076383774,,,0.54451868,0.098447005,0.624431706,0.000441998,0.309349674,0.108463828,99.48,182.8,0.625024708,0.648092208,0.561178098
176,176,1,cyclic,2dpos,onehot,SV,8,10000,poly,0.020423616,,0.11436991,4,0.154620848,0.515762008,0.133830668,0.616525005,0.0059727,0.199960466,0.107705368,60.66,128.8,0.626606049,0.649563877,0.556513145
177,177,1,cyclic,2dpos,onehot,SV,16,2500,rbf,1.329453785,,0.050891166,,,0.549725242,0.122547868,0.633326744,0.000978404,0.257797984,0.093705081,104.54,209.6,0.63451275,0.648640269,0.57315675
178,178,1,cyclic,2dpos,onehot,SV,16,5000,rbf,1.490622812,balanced,0.041894745,,,0.573208144,0.102770548,0.635698755,0.001683078,0.311840285,0.146697911,96.72,190.8,0.638070765,0.647823183,0.569598735
179,179,1,cyclic,2dpos,onehot,SV,16,10000,rbf,0.924909834,balanced,0.059951457,,,0.558173552,0.098910838,0.636449891,0.000646587,0.342636885,0.134710714,110.18,194,0.637082427,0.6428607,0.570152204
180,180,1,cyclic,2dpos,onehot,SV,24,2500,rbf,1.982147064,balanced,0.012902667,,,0.56848389,0.067122902,0.622771299,0.005217824,0.41162285,0.031923642,101.6,179.2,0.631350069,0.64150136,0.559794426
181,181,1,cyclic,2dpos,onehot,SV,24,5000,rbf,2.501491286,,0.027576002,,,0.548930619,0.122959336,0.629254793,0.000845592,0.234868551,0.11338041,134.36,242.4,0.630361732,0.6451087,0.56683139
182,182,1,cyclic,2dpos,onehot,SV,24,10000,rbf,2.130571456,balanced,0.026786447,,,0.556319431,0.121033099,0.632061672,0.002203793,0.237359162,0.133573995,104.84,177.6,0.63530342,0.639006088,0.561454833
183,183,1,cyclic,elliptic,5FTE,SV,,,rbf,1.928686212,,0.217837783,,,0.546428148,0.097460287,0.612453054,0.001207229,0.289701522,0.112662651,207,1508.6,0.61454833,0.648714514,0.552955129
184,184,1,cyclic,elliptic,WTE,SV,,,rbf,7.337023667,balanced,0.140285232,,,0.555287606,0.086943028,0.609962443,0.004205722,0.315358767,0.078494244,66.08,88.4,0.614350662,0.64101189,0.535520854
185,185,1,cyclic,elliptic,onehot,SV,,,poly,0.037524273,balanced,0.194184741,4,0.179524126,0.553427884,0.072433431,0.608025301,0.000609252,0.370310338,0.084901089,278.3958333,2179.2,0.608618304,0.64171345,0.529828029
186,186,1,cyclic,polar,5FTE,SV,,,rbf,1.441005781,,0.523394232,,,0.540541609,0.09235056,0.613283258,0.002635732,0.302905713,0.032973052,67.84,105.6,0.616722672,0.645060278,0.550266851
187,187,1,cyclic,polar,WTE,SV,,,rbf,1.381065345,balanced,0.699807248,,,0.554311129,0.094518497,0.619331884,0.000492188,0.310179877,0.119452727,76.26,141,0.62008302,0.639853219,0.545720498
188,188,1,cyclic,polar,onehot,SV,,,rbf,2.40351151,balanced,0.322171591,,,0.56067207,0.068822221,0.612097252,0.001157664,0.394346709,0.098055943,184.4,1262.8,0.614152995,0.639939774,0.539592805
189,189,1,cyclic,raw,5FTE,SV,,,rbf,0.551345933,balanced,0.557061579,,,0.53302629,0.091769759,0.591342162,0.011272769,0.327495552,0.192040352,35.34,58,0.603281281,0.638954915,0.515200633
190,190,1,cyclic,raw,WTE,SV,,,rbf,0.550518887,balanced,0.669540731,,,0.541518087,0.108104654,0.601502273,0.000484185,0.255505041,0.140971566,71,89.4,0.602095276,0.640345043,0.528642024
191,191,1,cyclic,raw,onehot,SV,,,rbf,1.378617782,balanced,0.942684318,,,0.53466693,0.104741062,0.603281281,0.001418531,0.251788891,0.09471373,69.02,90.2,0.605257956,0.642627809,0.534295315
192,192,1,cyclic,zone,5FTE,SV,,,rbf,5.147839605,balanced,0.026441902,,,0.550290571,0.108535843,0.610555446,0.000450751,0.282190156,0.168715779,59.42,82.8,0.610990314,0.644667107,0.535402253
193,193,1,cyclic,zone,WTE,SV,,,rbf,1.040016624,balanced,0.643333166,,,0.555342953,0.111991626,0.607629966,0.0008502,0.254358569,0.142449344,135.3,754.8,0.608618304,0.642871515,0.537102194
194,194,1,cyclic,zone,onehot,SV,,,rbf,9.843508,balanced,0.074223804,,,0.553627199,0.120056482,0.614311129,0.00212619,0.233603479,0.116720153,89.38,173.6,0.61692034,0.642926163,0.540581143
195,195,1,raw,2dpos,5FTE,SV,8,2500,poly,0.001731909,balanced,0.17625419,4,0.455521892,0.54226527,0.111951976,0.626724649,0.003243796,0.278987942,0.123940895,67.64,155.4,0.631547737,0.643283735,0.55544574
196,196,1,raw,2dpos,5FTE,SV,8,5000,rbf,1.126480835,balanced,0.058473952,,,0.535722475,0.119988658,0.628978059,0.002633507,0.245661198,0.101351447,98.52,183.8,0.631745404,0.650295883,0.566712789
197,197,1,raw,2dpos,5FTE,SV,8,10000,poly,0.117362089,balanced,0.062018047,4,0.162646226,0.551053568,0.108900541,0.629847796,0.000747486,0.261632734,0.104196437,65.16,127,0.630954734,0.644042363,0.554813204
198,198,1,raw,2dpos,5FTE,SV,16,2500,rbf,2.53419558,,0.022098723,,,0.556548725,0.110650353,0.628701324,0.001873154,0.270962641,0.097716196,93.5,149.2,0.631350069,0.648281065,0.570389405
199,199,1,raw,2dpos,5FTE,SV,16,5000,rbf,3.068593635,balanced,0.040998733,,,0.558189365,0.112672007,0.630164064,0.000752696,0.282704092,0.152867135,106.94,200.6,0.631152402,0.648598047,0.572010279
200,200,1,raw,2dpos,5FTE,SV,16,10000,rbf,1.124204057,balanced,0.040855,,,0.561921328,0.100608649,0.631943072,0.003923588,0.31156355,0.109005655,98.54,231.2,0.638861435,0.646405073,0.565684918
201,201,1,raw,2dpos,5FTE,SV,24,2500,rbf,1.012865176,balanced,0.033629973,,,0.551614944,0.124460942,0.631271002,0.004500139,0.238782368,0.109599378,172.08,760.8,0.638861435,0.641659563,0.564182645
202,202,1,raw,2dpos,5FTE,SV,24,5000,poly,0.220616339,balanced,0.018591185,4,0.481608523,0.561731568,0.093356103,0.63000593,0.003919603,0.319312117,0.076337626,87.42,183.2,0.635896422,0.640064179,0.561336232
203,203,1,raw,2dpos,5FTE,SV,24,10000,rbf,1.111904417,balanced,0.04077851,,,0.534402056,0.120694048,0.631547737,0.001931688,0.308993872,0.016248703,127.94,313.4,0.634315082,0.639296244,0.567108124
204,204,1,raw,2dpos,WTE,SV,8,2500,rbf,1.518161995,,0.100150823,,,0.527013244,0.135311819,0.627989721,0.002105878,0.196521052,0.110754103,105.48,349.6,0.630757067,0.650535132,0.570903341
205,205,1,raw,2dpos,WTE,SV,8,5000,poly,5.261840088,,0.020535829,4,0.27065093,0.563451275,0.051708938,0.612018185,0.003188519,0.438505634,0.074898987,72.96,155.2,0.615536667,0.646613513,0.55611781
206,206,1,raw,2dpos,WTE,SV,8,10000,poly,0.00102688,balanced,0.498571201,3,0.015196667,0.544546353,0.083934652,0.608104368,0.004720489,0.331132635,0.073253675,104.82,506,0.616525005,0.638336836,0.535837122
207,207,1,raw,2dpos,WTE,SV,16,2500,poly,0.017571467,balanced,0.075038574,3,0.427904039,0.556339197,0.09681272,0.634354616,0.002180623,0.320379522,0.087998509,77.26,142.4,0.636687092,0.644289157,0.561099031
208,208,1,raw,2dpos,WTE,SV,16,5000,rbf,3.196331568,,0.020547628,,,0.560549516,0.104713195,0.627080451,0.001105879,0.281359953,0.098453766,101.72,226.4,0.628187389,0.647768705,0.569361534
209,209,1,raw,2dpos,WTE,SV,16,10000,rbf,1.218933644,balanced,0.0556314,,,0.540256968,0.129400796,0.636924293,0.001507984,0.234038347,0.114518437,103.32,141.2,0.638070765,0.647631633,0.569638268
210,210,1,raw,2dpos,WTE,SV,24,2500,poly,4.453385163,balanced,0.007675529,4,0.234766895,0.540762997,0.132597229,0.631191935,0.002144488,0.237754497,0.109516228,112.6,195.6,0.634710417,0.641904077,0.562522238
211,211,1,raw,2dpos,WTE,SV,24,5000,poly,1.893714032,balanced,0.01029852,4,0.283929074,0.571243329,0.079297911,0.634315082,0.000670323,0.380905317,0.073249487,104.74,186.8,0.635105752,0.642208006,0.562838506
212,212,1,raw,2dpos,WTE,SV,24,10000,rbf,2.678274323,balanced,0.008377298,,,0.540434869,0.137171986,0.628187389,0.001498888,0.198813995,0.108654441,135.54,297,0.629768729,0.641427191,0.564459379
213,213,1,raw,2dpos,onehot,SV,8,2500,rbf,1.058233736,balanced,0.101140317,,,0.542767345,0.123095324,0.633366278,0.001908285,0.24455426,0.1156466,82.36,110.8,0.635896422,0.645527803,0.569005732
214,214,1,raw,2dpos,onehot,SV,8,5000,rbf,1.208981069,balanced,0.09242074,,,0.54915596,0.111181409,0.632338407,0.001362329,0.280173947,0.131740444,92.24,225.2,0.63451275,0.646630497,0.567780194
215,215,1,raw,2dpos,onehot,SV,8,10000,rbf,1.613119687,balanced,0.124950973,,,0.544396126,0.118129785,0.629136193,0.001813808,0.252935363,0.118091796,80.84,122,0.631943072,0.650184882,0.563391975
216,216,1,raw,2dpos,onehot,SV,16,2500,poly,0.250099901,balanced,0.030442184,4,0.337877965,0.53990512,0.130322699,0.635935956,0.001365194,0.207985768,0.100685888,233.92,1419,0.638268432,0.646095578,0.5692034
217,217,1,raw,2dpos,onehot,SV,16,5000,rbf,2.13731339,balanced,0.03636396,,,0.560308361,0.099621646,0.631429136,0.00131564,0.334176715,0.123250781,104.12,174,0.632931409,0.644918679,0.569124333
218,218,1,raw,2dpos,onehot,SV,16,10000,rbf,2.889115518,balanced,0.023221539,,,0.565744218,0.116666908,0.634394149,0.000954143,0.265625618,0.161742011,104.2,206,0.635501087,0.650059328,0.567226725
219,219,1,raw,2dpos,onehot,SV,24,2500,rbf,0.904886737,balanced,0.02711185,,,0.555816871,0.112087927,0.633643012,0.003439642,0.271950978,0.088492308,129.1632653,271,0.636687092,0.644323077,0.568294129
220,220,1,raw,2dpos,onehot,SV,24,5000,rbf,1.54901348,balanced,0.018880103,,,0.571085195,0.105403895,0.633998814,0.001585042,0.30693813,0.166786733,122.5,207.8,0.635698755,0.642272551,0.566356988
221,221,1,raw,2dpos,onehot,SV,24,10000,poly,6.561460612,balanced,0.007836775,4,0.186790964,0.560079067,0.095057006,0.634275549,0.000704429,0.326349081,0.020004989,427.16,3301.4,0.634908085,0.641148434,0.56220597
222,222,1,raw,elliptic,5FTE,SV,,,rbf,1.327394481,balanced,0.320861189,,,0.560751137,0.080290905,0.621348093,0.000857066,0.367345325,0.07641219,88.52,290.6,0.622652698,0.644926745,0.554259735
223,223,1,raw,elliptic,WTE,SV,,,rbf,0.636179175,balanced,0.585181229,,,0.562029279,0.071668315,0.620636489,0.000744868,0.382368057,0.076238265,74.3877551,140.8,0.621269025,0.644055366,0.544099624
224,224,1,raw,elliptic,onehot,SV,,,rbf,2.37489328,balanced,0.200183117,,,0.561122752,0.081439255,0.620122554,0.00051165,0.341371813,0.041685826,66.58,94.4,0.62087369,0.645284556,0.550662186
225,225,1,raw,polar,5FTE,SV,,,rbf,0.558277842,balanced,0.694029145,,,0.562534098,0.087435025,0.619094683,0.000419316,0.32702115,0.087576707,93.42,351.8,0.619687685,0.639615257,0.547341372
226,226,1,raw,polar,WTE,SV,,,rbf,1.002739936,,0.574217947,,,0.553844633,0.069114574,0.611267049,0.002668878,0.38691441,0.079664745,347.04,2893.2,0.614350662,0.641923109,0.548052975
227,227,1,raw,polar,onehot,SV,,,rbf,1.127765569,balanced,0.597563903,,,0.562249456,0.083453638,0.621348093,0.002085369,0.344692627,0.096802147,112.22,526,0.623443368,0.642993865,0.547222771
228,228,1,raw,raw,5FTE,SV,,,rbf,0.799326218,balanced,0.522743318,,,0.547147658,0.082920337,0.607116031,0.001443108,0.327060684,0.060511062,141.42,840.4,0.609408974,0.644927334,0.5307373
229,229,1,raw,raw,WTE,SV,,,rbf,1.188114514,balanced,0.628399806,,,0.549851749,0.086403762,0.602411544,0.001190937,0.34145088,0.151503846,64.2,87.4,0.604071951,0.645979046,0.541055545
230,230,1,raw,raw,onehot,SV,,,rbf,0.953102371,balanced,0.724051368,,,0.549773893,0.100216266,0.605930026,0.000586377,0.305198656,0.166464751,63.34693878,77.4,0.606443961,0.64415868,0.533188377
231,231,1,raw,zone,5FTE,SV,,,rbf,4.503765083,,0.378724756,,,0.560980431,0.103694057,0.608855505,0.001434963,0.314686697,0.205534544,62.68,94.8,0.611385649,0.648451957,0.546787903
232,232,1,raw,zone,WTE,SV,,,poly,0.638172388,balanced,0.555066367,2,0.131691347,0.563581736,0.088610639,0.609725242,0.001069964,0.344929828,0.148904075,107.94,558.2,0.611583317,0.641670526,0.535758055
233,233,1,raw,zone,onehot,SV,,,rbf,1.103574699,balanced,0.484058053,,,0.572421427,0.094003102,0.620399288,0.000534068,0.331330302,0.143798905,125.82,541.8,0.621269025,0.64256668,0.545997233
